arm,stt,citation_recall,citation_precision,citation_f1,citation_display_rate,bertscore_p,bertscore_r,bertscore_f1,rouge1,rouge2,rougeL,bleu,latency_s,prolog_first_try_solution,repair_invoked,repair_success,pred_citation_parse_errors,record_path
qa_hyde_semantic,119,0.0,0.0,0.0,1.0,0.6648,0.6472,0.6559,0.4535,0.2,0.2674,0.0089,3.723,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\qa_hyde_semantic\A119.json
qa_hyde_semantic,12,0.0,0.0,0.0,1.0,0.6355,0.5327,0.5796,0.0636,0.0478,0.0557,0.0,3.462,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\qa_hyde_semantic\A12.json
qa_hyde_semantic,131,0.0,0.0,0.0,1.0,0.6527,0.6508,0.6518,0.4403,0.1274,0.239,0.0057,5.378,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\qa_hyde_semantic\A131.json
qa_hyde_semantic,139,0.0,0.0,0.0,1.0,0.638,0.6294,0.6336,0.3709,0.0671,0.2252,0.0047,3.794,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\qa_hyde_semantic\A139.json
qa_hyde_semantic,141,0.0,0.0,0.0,1.0,0.6705,0.6583,0.6644,0.4091,0.1149,0.2273,0.0085,3.766,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\qa_hyde_semantic\A141.json
qa_hyde_semantic,145,0.0,0.0,0.0,1.0,0.6864,0.6921,0.6893,0.5609,0.1933,0.2804,0.0167,3.666,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\qa_hyde_semantic\A145.json
qa_hyde_semantic,152,0.0,0.0,0.0,1.0,0.7093,0.7566,0.7322,0.4949,0.2462,0.2857,0.0708,5.155,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\qa_hyde_semantic\A152.json
qa_hyde_semantic,153,0.0,0.0,0.0,1.0,0.635,0.6169,0.6258,0.3974,0.1299,0.2564,0.0048,2.444,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\qa_hyde_semantic\A153.json
qa_hyde_semantic,156,0.0,0.0,0.0,1.0,0.6665,0.6304,0.6479,0.4024,0.0864,0.2561,0.0045,2.097,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\qa_hyde_semantic\A156.json
qa_hyde_semantic,165,0.0,0.0,0.0,1.0,0.6528,0.6832,0.6677,0.4009,0.2227,0.2594,0.0567,7.528,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\qa_hyde_semantic\A165.json
qa_hyde_semantic,168,0.0,0.0,0.0,1.0,0.6422,0.6213,0.6316,0.3976,0.0488,0.2289,0.0042,6.369,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\qa_hyde_semantic\A168.json
qa_hyde_semantic,171,0.0,0.0,0.0,1.0,0.6387,0.6583,0.6483,0.5169,0.1057,0.2247,0.0208,4.656,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\qa_hyde_semantic\A171.json
qa_hyde_semantic,176,0.0,0.0,0.0,1.0,0.6471,0.6221,0.6344,0.3571,0.0723,0.25,0.0034,2.621,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\qa_hyde_semantic\A176.json
qa_hyde_semantic,184,0.0,0.0,0.0,1.0,0.6461,0.6361,0.641,0.3713,0.0848,0.2156,0.0034,4.014,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\qa_hyde_semantic\A184.json
qa_hyde_semantic,185,0.0,0.0,0.0,1.0,0.6768,0.6651,0.6709,0.5728,0.1373,0.2816,0.0207,3.773,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\qa_hyde_semantic\A185.json
qa_hyde_semantic,188,0.0,0.0,0.0,1.0,0.6529,0.6389,0.6458,0.381,0.1379,0.2313,0.0051,3.689,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\qa_hyde_semantic\A188.json
qa_hyde_semantic,191,0.0,0.0,0.0,1.0,0.7321,0.7423,0.7371,0.6504,0.3852,0.3496,0.1561,3.962,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\qa_hyde_semantic\A191.json
qa_hyde_semantic,192,0.0,0.0,0.0,1.0,0.6229,0.6247,0.6238,0.4088,0.1117,0.2541,0.0057,5.263,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\qa_hyde_semantic\A192.json
qa_hyde_semantic,193,0.0,0.0,0.0,1.0,0.6658,0.7046,0.6847,0.5288,0.2211,0.2984,0.0215,4.404,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\qa_hyde_semantic\A193.json
qa_hyde_semantic,194,0.0,0.0,0.0,1.0,0.634,0.6418,0.6379,0.4,0.0839,0.2483,0.0061,8.698,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\qa_hyde_semantic\A194.json
qa_hyde_semantic,2,0.0,0.0,0.0,1.0,0.6591,0.6411,0.65,0.4429,0.1159,0.2714,0.0104,3.398,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\qa_hyde_semantic\A2.json
qa_hyde_semantic,200,0.0,0.0,0.0,1.0,0.6718,0.7162,0.6933,0.4914,0.2321,0.2703,0.0237,6.796,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\qa_hyde_semantic\A200.json
qa_hyde_semantic,23,0.0,0.0,0.0,1.0,0.7677,0.7234,0.7449,0.4977,0.3776,0.3356,0.1119,6.232,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\qa_hyde_semantic\A23.json
qa_hyde_semantic,24,0.0,0.0,0.0,1.0,0.6402,0.5714,0.6038,0.1954,0.0982,0.1542,0.0002,4.498,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\qa_hyde_semantic\A24.json
qa_hyde_semantic,25,0.0,0.0,0.0,1.0,0.7302,0.689,0.709,0.5861,0.3505,0.3653,0.1061,4.284,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\qa_hyde_semantic\A25.json
qa_hyde_semantic,27,0.0,0.0,0.0,1.0,0.835,0.8111,0.8229,0.6953,0.501,0.4703,0.3087,5.192,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\qa_hyde_semantic\A27.json
qa_hyde_semantic,29,0.0,0.0,0.0,1.0,0.669,0.5843,0.6238,0.2828,0.1042,0.1793,0.0003,2.002,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\qa_hyde_semantic\A29.json
qa_hyde_semantic,36,0.0,0.0,0.0,1.0,0.8109,0.7848,0.7977,0.7113,0.4479,0.4021,0.2988,2.648,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\qa_hyde_semantic\A36.json
qa_hyde_semantic,40,0.0,0.0,0.0,1.0,0.736,0.7492,0.7425,0.5501,0.2481,0.3239,0.0933,5.152,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\qa_hyde_semantic\A40.json
qa_hyde_semantic,41,0.0,0.0,0.0,1.0,0.7254,0.749,0.737,0.4777,0.3004,0.2857,0.0689,5.73,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\qa_hyde_semantic\A41.json
qa_hyde_semantic,51,0.0,0.0,0.0,1.0,0.6948,0.6987,0.6967,0.5628,0.262,0.3117,0.0309,3.683,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\qa_hyde_semantic\A51.json
qa_hyde_semantic,56,0.0,0.0,0.0,1.0,0.6496,0.675,0.6621,0.5839,0.2994,0.323,0.0647,5.713,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\qa_hyde_semantic\A56.json
qa_hyde_semantic,57,0.0,0.0,0.0,1.0,0.6586,0.6266,0.6422,0.3491,0.1048,0.2075,0.0016,2.956,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\qa_hyde_semantic\A57.json
qa_hyde_semantic,58,0.0,0.0,0.0,1.0,0.6998,0.7546,0.7262,0.566,0.2439,0.3342,0.0838,5.962,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\qa_hyde_semantic\A58.json
qa_hyde_semantic,60,0.0,0.0,0.0,1.0,0.6194,0.6002,0.6096,0.36,0.1212,0.23,0.0025,3.379,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\qa_hyde_semantic\A60.json
qa_hyde_semantic,63,0.0,0.0,0.0,1.0,0.6496,0.6345,0.6419,0.3778,0.1011,0.2333,0.0063,4.251,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\qa_hyde_semantic\A63.json
qa_hyde_semantic,68,0.0,0.0,0.0,1.0,0.6763,0.6431,0.6593,0.4444,0.1236,0.2556,0.0047,2.569,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\qa_hyde_semantic\A68.json
qa_hyde_semantic,7,0.0,0.0,0.0,1.0,0.7765,0.7528,0.7645,0.7751,0.4268,0.3739,0.2404,6.577,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\qa_hyde_semantic\A7.json
qa_hyde_semantic,71,0.0,0.0,0.0,1.0,0.6542,0.641,0.6475,0.3929,0.0602,0.2381,0.0035,2.145,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\qa_hyde_semantic\A71.json
qa_hyde_semantic,72,0.0,0.0,0.0,1.0,0.704,0.7201,0.7119,0.6111,0.2626,0.3556,0.0472,4.254,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\qa_hyde_semantic\A72.json
qa_hyde_semantic,8,0.0,0.0,0.0,1.0,0.6451,0.5315,0.5828,0.1143,0.063,0.0971,0.0,7.984,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\qa_hyde_semantic\A8.json
qa_hyde_semantic,87,0.0,0.0,0.0,1.0,0.7008,0.7567,0.7277,0.4587,0.278,0.3017,0.0759,7.327,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\qa_hyde_semantic\A87.json
qa_hyde_semantic,88,0.0,0.0,0.0,1.0,0.662,0.6356,0.6486,0.5579,0.1299,0.2833,0.0073,3.495,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\qa_hyde_semantic\A88.json
qa_hyde_semantic,89,0.0,0.0,0.0,1.0,0.6856,0.6528,0.6688,0.4375,0.1139,0.2625,0.0074,2.519,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\qa_hyde_semantic\A89.json
qa_hyde_semantic,9,0.0,0.0,0.0,1.0,0.6193,0.5484,0.5817,0.1792,0.0438,0.1453,0.0,3.432,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\qa_hyde_semantic\A9.json
qa_hyde_semantic,92,0.0,0.0,0.0,1.0,0.6478,0.5957,0.6207,0.3196,0.0938,0.2062,0.0042,3.005,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\qa_hyde_semantic\A92.json
qa_hyde_semantic,99,0.0,0.0,0.0,1.0,0.6422,0.6175,0.6296,0.3735,0.061,0.241,0.0046,2.373,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\qa_hyde_semantic\A99.json
graphrag,109,0.0,0.0,0.0,0.0,0.7225,0.7443,0.7332,0.5687,0.3145,0.3813,0.1265,5.6,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\graphrag\A109.json
graphrag,110,0.0,0.0,0.0,0.0,0.6504,0.6054,0.6271,0.3506,0.0658,0.2208,0.0043,1.9,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\graphrag\A110.json
graphrag,116,0.0,0.0,0.0,0.0,0.644,0.6386,0.6413,0.47,0.1767,0.2673,0.0241,2.36,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\graphrag\A116.json
graphrag,119,0.0,0.0,0.0,0.0,0.7058,0.701,0.7034,0.5833,0.2448,0.3125,0.0299,2.64,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\graphrag\A119.json
graphrag,12,0.0,0.0,0.0,,0.6883,0.6304,0.658,0.2426,0.1754,0.1823,0.0006,2.46,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\graphrag\A12.json
graphrag,131,0.0,0.0,0.0,,0.6594,0.6681,0.6638,0.6244,0.1735,0.2715,0.0156,3.38,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\graphrag\A131.json
graphrag,139,0.0,0.0,0.0,,0.6348,0.646,0.6404,0.5259,0.087,0.25,0.008,2.1,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\graphrag\A139.json
graphrag,141,0.0,0.0,0.0,0.0,0.681,0.6716,0.6763,0.532,0.1294,0.2562,0.0148,2.05,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\graphrag\A141.json
graphrag,145,0.0,0.0,0.0,0.0,0.6499,0.6273,0.6384,0.4161,0.0544,0.2282,0.0045,2.05,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\graphrag\A145.json
graphrag,152,0.0,0.0,0.0,,0.6271,0.6214,0.6242,0.3955,0.0686,0.226,0.0054,2.16,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\graphrag\A152.json
graphrag,153,0.0,0.0,0.0,0.0,0.6355,0.6185,0.6269,0.4076,0.129,0.2675,0.0052,62.75,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\graphrag\A153.json
graphrag,156,0.0,0.0,0.0,0.0,0.6777,0.6767,0.6772,0.4809,0.0994,0.2732,0.0115,2.5,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\graphrag\A156.json
graphrag,165,0.0,0.0,0.0,0.0,0.616,0.6484,0.6318,0.4332,0.1667,0.2888,0.025,3.65,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\graphrag\A165.json
graphrag,168,0.0,0.0,0.0,0.0,0.6452,0.6306,0.6378,0.4783,0.0989,0.25,0.0104,1.95,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\graphrag\A168.json
graphrag,171,0.0,0.0,0.0,,0.6629,0.6703,0.6665,0.4884,0.1647,0.2442,0.044,1.37,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\graphrag\A171.json
graphrag,176,0.0,0.0,0.0,0.0,0.6573,0.6718,0.6645,0.5967,0.1782,0.3279,0.0238,3.16,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\graphrag\A176.json
graphrag,184,0.0,0.0,0.0,0.0,0.661,0.6732,0.667,0.5766,0.1091,0.2523,0.0126,1.93,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\graphrag\A184.json
graphrag,185,0.0,0.0,0.0,0.0,0.6467,0.6606,0.6536,0.5617,0.1202,0.2894,0.0076,1.9,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\graphrag\A185.json
graphrag,188,0.0,0.0,0.0,0.0,0.6507,0.6392,0.6449,0.381,0.1379,0.2313,0.0053,1.85,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\graphrag\A188.json
graphrag,191,0.0,0.0,0.0,0.0,0.7458,0.7755,0.7604,0.6308,0.3827,0.3799,0.1708,2.65,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\graphrag\A191.json
graphrag,192,0.0,0.0,0.0,,0.6427,0.6539,0.6482,0.63,0.1845,0.2857,0.0257,2.44,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\graphrag\A192.json
graphrag,193,0.0,0.0,0.0,,0.6523,0.6492,0.6507,0.5302,0.1315,0.307,0.0113,2.26,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\graphrag\A193.json
graphrag,194,0.0,0.0,0.0,0.0,0.6565,0.6403,0.6483,0.4,0.0839,0.2483,0.0052,1.93,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\graphrag\A194.json
graphrag,2,0.0,0.0,0.0,,0.6632,0.6933,0.6779,0.5726,0.2008,0.3237,0.036,3.9,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\graphrag\A2.json
graphrag,200,0.0,0.0,0.0,0.0,0.6845,0.6994,0.6919,0.5141,0.2159,0.2881,0.0297,3.31,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\graphrag\A200.json
graphrag,23,0.0,0.0,0.0,0.0,0.7302,0.6953,0.7123,0.6119,0.428,0.3388,0.1604,5.99,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\graphrag\A23.json
graphrag,24,0.0,0.0,0.0,0.0,0.6319,0.6178,0.6247,0.5331,0.2505,0.3025,0.0091,3.51,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\graphrag\A24.json
graphrag,25,0.0,0.0,0.0,,0.7149,0.6432,0.6771,0.4586,0.2819,0.3018,0.0367,5.74,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\graphrag\A25.json
graphrag,27,0.0,0.0,0.0,0.0,0.613,0.5445,0.5768,0.2164,0.0588,0.1579,0.0001,2.22,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\graphrag\A27.json
graphrag,29,0.0,0.0,0.0,0.0,0.7156,0.6593,0.6863,0.4383,0.1925,0.2654,0.0154,2.56,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\graphrag\A29.json
graphrag,36,0.0,0.0,0.0,0.0,0.8131,0.787,0.7998,0.7306,0.5069,0.4475,0.3334,3.81,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\graphrag\A36.json
graphrag,40,0.0,0.0,0.0,0.0,0.6828,0.6514,0.6667,0.5455,0.2054,0.3209,0.0212,2.47,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\graphrag\A40.json
graphrag,41,0.0,0.0,0.0,0.0,0.6604,0.6663,0.6633,0.5669,0.1587,0.2677,0.0249,2.44,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\graphrag\A41.json
graphrag,51,0.0,0.0,0.0,0.0,0.6896,0.6726,0.681,0.5093,0.2056,0.2963,0.024,1.86,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\graphrag\A51.json
graphrag,56,0.0,0.0,0.0,0.0,0.6469,0.6736,0.66,0.672,0.3271,0.3413,0.0842,3.77,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\graphrag\A56.json
graphrag,57,0.0,0.0,0.0,0.0,0.6668,0.648,0.6572,0.4878,0.1475,0.2358,0.0068,2.1,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\graphrag\A57.json
graphrag,58,0.0,0.0,0.0,0.0,0.6731,0.6797,0.6764,0.5891,0.2051,0.2764,0.0424,2.82,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\graphrag\A58.json
graphrag,60,0.0,0.0,0.0,,0.6608,0.6451,0.6529,0.556,0.2678,0.2739,0.0623,3.0,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\graphrag\A60.json
graphrag,63,0.0,0.0,0.0,0.0,0.6723,0.6766,0.6744,0.6639,0.2008,0.3237,0.029,2.3,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\graphrag\A63.json
graphrag,68,0.0,0.0,0.0,0.0,0.6773,0.676,0.6767,0.7197,0.211,0.2929,0.0168,2.71,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\graphrag\A68.json
graphrag,7,0.0,0.0,0.0,0.0,0.6542,0.5589,0.6028,0.1937,0.0632,0.1466,0.0,1.94,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\graphrag\A7.json
graphrag,71,0.0,0.0,0.0,0.0,0.6446,0.6522,0.6484,0.5244,0.0807,0.2844,0.0077,2.32,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\graphrag\A71.json
graphrag,72,0.0,0.0,0.0,0.0,0.7367,0.7387,0.7377,0.7325,0.3402,0.3704,0.1183,1.95,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\graphrag\A72.json
graphrag,8,0.0,0.0,0.0,,0.6905,0.6107,0.6482,0.2431,0.1536,0.177,0.0004,2.57,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\graphrag\A8.json
graphrag,87,0.0,0.0,0.0,0.0,0.7446,0.7689,0.7565,0.7006,0.3654,0.414,0.1873,3.19,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\graphrag\A87.json
graphrag,88,0.0,0.0,0.0,0.0,0.6624,0.6382,0.6501,0.3584,0.0819,0.2197,0.0037,1.9,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\graphrag\A88.json
graphrag,89,0.0,0.0,0.0,0.0,0.68,0.6544,0.6669,0.4375,0.1139,0.2625,0.008,1.84,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\graphrag\A89.json
graphrag,9,0.0,0.0,0.0,0.0,0.6193,0.5484,0.5817,0.1792,0.0438,0.1453,0.0,2.07,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\graphrag\A9.json
graphrag,92,0.0,0.0,0.0,0.0,0.6524,0.6437,0.648,0.5128,0.1919,0.3004,0.0144,3.02,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\graphrag\A92.json
graphrag,99,0.0,0.0,0.0,0.0,0.6383,0.6189,0.6284,0.3735,0.061,0.241,0.005,2.04,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\graphrag\A99.json
llm_only,109,0.0,0.0,0.0,1.0,0.7483,0.7417,0.745,0.692,0.3149,0.4051,0.1073,2.418,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\llm_only\A109.json
llm_only,110,0.0,0.0,0.0,,0.6483,0.6628,0.6555,0.4859,0.233,0.2881,0.0192,3.158,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\llm_only\A110.json
llm_only,116,0.0,0.0,0.0,,0.6777,0.6949,0.6862,0.4813,0.2097,0.262,0.033,3.268,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\llm_only\A116.json
llm_only,119,0.0,0.0,0.0,,0.7051,0.7516,0.7276,0.6223,0.3316,0.3138,0.0335,2.645,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\llm_only\A119.json
llm_only,12,0.0,0.0,0.0,,0.6856,0.6568,0.6709,0.4963,0.377,0.2971,0.0464,6.078,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\llm_only\A12.json
llm_only,131,0.0,0.0,0.0,,0.736,0.7575,0.7466,0.5894,0.2733,0.3046,0.0545,2.442,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\llm_only\A131.json
llm_only,139,0.0,0.0,0.0,,0.6719,0.7343,0.7017,0.459,0.1835,0.2717,0.0137,4.114,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\llm_only\A139.json
llm_only,141,0.0,0.0,0.0,,0.6988,0.7146,0.7067,0.5568,0.2011,0.2973,0.0295,2.932,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\llm_only\A141.json
llm_only,145,0.0,0.0,0.0,1.0,0.6977,0.683,0.6903,0.5674,0.1596,0.2791,0.0216,2.157,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\llm_only\A145.json
llm_only,152,0.0,0.0,0.0,,0.6815,0.7441,0.7114,0.4622,0.2411,0.3022,0.0645,4.087,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\llm_only\A152.json
llm_only,153,0.0,0.0,0.0,,0.6415,0.6877,0.6638,0.4806,0.2488,0.2816,0.0233,3.992,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\llm_only\A153.json
llm_only,156,0.0,0.0,0.0,,0.7141,0.7342,0.724,0.6029,0.2974,0.3478,0.0611,2.553,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\llm_only\A156.json
llm_only,165,0.0,0.0,0.0,1.0,0.7112,0.7261,0.7186,0.5256,0.2839,0.3397,0.0801,3.265,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\llm_only\A165.json
llm_only,168,0.0,0.0,0.0,,0.7121,0.7569,0.7338,0.525,0.2864,0.31,0.0932,3.274,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\llm_only\A168.json
llm_only,171,0.0,0.0,0.0,,0.7197,0.7589,0.7388,0.6367,0.3698,0.427,0.1347,2.541,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\llm_only\A171.json
llm_only,176,0.0,0.0,0.0,,0.6719,0.6979,0.6847,0.5579,0.2963,0.3421,0.0605,2.658,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\llm_only\A176.json
llm_only,184,0.0,0.0,0.0,,0.7208,0.7213,0.721,0.5751,0.2186,0.2939,0.0175,2.248,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\llm_only\A184.json
llm_only,185,0.0,0.0,0.0,,0.6755,0.7252,0.6995,0.5455,0.188,0.2701,0.024,5.009,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\llm_only\A185.json
llm_only,188,0.0,0.0,0.0,,0.6993,0.7451,0.7215,0.5063,0.2138,0.2938,0.0447,2.76,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\llm_only\A188.json
llm_only,191,0.0,0.0,0.0,,0.7168,0.762,0.7387,0.5269,0.2831,0.3593,0.1105,2.58,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\llm_only\A191.json
llm_only,192,0.0,0.0,0.0,,0.6265,0.6759,0.6503,0.4806,0.2101,0.2597,0.0333,5.564,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\llm_only\A192.json
llm_only,193,0.0,0.0,0.0,,0.769,0.7362,0.7523,0.6848,0.3451,0.4202,0.0981,1.742,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\llm_only\A193.json
llm_only,194,0.0,0.0,0.0,,0.7372,0.7576,0.7473,0.5882,0.2578,0.3322,0.0723,2.861,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\llm_only\A194.json
llm_only,2,0.0,0.0,0.0,1.0,0.7068,0.7664,0.7354,0.4569,0.25,0.3096,0.0876,4.443,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\llm_only\A2.json
llm_only,200,0.0,0.0,0.0,1.0,0.7639,0.7426,0.7531,0.6787,0.3345,0.3466,0.0679,3.041,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\llm_only\A200.json
